Interrupteur différentiel Siemens 5SV3312-6 2 pôles 25 A 0.03 A 230 V 1 pc(s);24.49;false;0.0096084432;4.95;siemens;https://www.manomano.fr/catalogue/p/disjoncteur-differentiel-siemens-5sv3312-6-2-poles-25-a-003-a-230-v-1-pcs-5115617;diferenciales;2020-12-14
ACTI9 IID 4P 25A 30MA AC (A9R11425);73.38;false;0.0095922142;1.99;SCHNEIDER;https://www.manomano.fr/catalogue/p/acti9-iid-4p-25a-30ma-ac-126471;diferenciales;2020-12-14
DISJONCTEUR DIFF DX³ 6000 -VIS-2P-230/400V~-40A -TYPEAC -30MA-10KA- COURBE C 4 MOD LEGRAND 411162;89.67;false;0.0094130711;9.99;legrand;https://www.manomano.fr/catalogue/p/disj-diff-dx-6000-vis-2p-230-400v-40a-typeac-30ma-10ka-courbe-c-4-mod-2887373;diferenciales;2020-12-14
Interrupteur différentiel type A avec borne étagée AEG - 2 modules - Intensité 40 A;37.21;false;0.0070798723;3.79;aeg;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-type-a-avec-borne-etagee-aeg-2-modules-intensite-40-a-1693427;diferenciales;2020-12-14
INTER DIFFER 63A TYPE A EMBROC;539.52;false;0.0068800518;100.00;schneider;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-2p-63a-30ma-type-a-embrochable-schneider-resi9-xe-3-modules-6341928;diferenciales;2020-12-14
Interrupteur differentiel 25A 2P 30mA type AC 30mA bornes vis norme NF PROTEC PROID225AC;14.34;false;0.0067948359;4.99;protec;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-25a-2p-30ma-type-ac-30ma-bornes-vis-norme-nf-protec-proid225ac-19551881?model_id=19549883;diferenciales;2020-12-14
Interrupteur Différentiel 4P 63A 30MA ASI Schneider Electric ACTI 9;294.82;false;0.0067812316;;SCHNEIDER;https://www.manomano.fr/catalogue/p/acti9-iid-interrupteur-differentiel-4p-63a-30ma-type-asi63a-63a-4366822;diferenciales;2020-12-14
Inter diff DX³-ID - vis/vis - 4P- 400V~- 40A - type A - 30mA - départ bas - 4M;120.65;false;0.0067613669;3.99;legrand;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-dx-id-arrivee-haute-et-depart-bas-a-vis-4p-400v-40a-typea-30ma-4-modules40a-40a-1786055;diferenciales;2020-12-14
Inter. diff. 2P 25A 30mA AC borne déc. (HAG CDC722F);44.15;false;0.0067015091;1.99;hager;https://www.manomano.fr/catalogue/p/inter-diff-2p-25a-30ma-ac-borne-dec-hag-cdc722f-3538967;diferenciales;2020-12-14
Interrupteur différentiel 3P+N - 400V~ - 40A - typeHI - 30mA - CDH840F - Hager;198.04;false;0.0066788691;;hager;https://www.manomano.fr/catalogue/p/inter-dif-3p-n-40a-30ma-hi-bd-hag-cdh840f-4022181;diferenciales;2020-12-14
Interrupteur Différentiel ITG40 2P 25A 30MA Schneider Electric ACTI 9;69.92;false;0.0066433515;3.99;SCHNEIDER;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-itg40-2p-25a-300ma-schneider-acti-9-197903?model_id=197901;diferenciales;2020-12-14
DISJONCTEUR DIFFERENTIEL DX³ TETRAPOLAIRE 25A TYPE AC 30MA 10KA COURBE C LEGRAND 411188;130.1;false;0.0066138402;9.99;legrand;https://www.manomano.fr/catalogue/p/disjoncteur-differentiel-dx-tetrapolaire-25a-type-ac-30ma-10ka-courbe-c-legrand-411188-2139334;diferenciales;2020-12-14
DX3 4P C63 6000A AC 300MA 7M;326.08;false;0.0065365001;;legrand;https://www.manomano.fr/catalogue/p/disjoncteur-diff-dx-6000-vis-4p-400v-63a-typeac-300ma-10ka-courbe-c-7m-legrand-411211-3954607;diferenciales;2020-12-14
